freq,psd_x,psd_y,psd_z,psd_xyz
124.6,2.606e+04,3.656e+04,4.748e+04,1.101e+05
126.3,2.506e+04,3.552e+04,4.671e+04,1.073e+05
128.0,2.525e+04,3.509e+04,4.589e+04,1.062e+05
129.7,2.366e+04,3.335e+04,4.438e+04,1.014e+05
131.3,2.097e+04,2.881e+04,4.134e+04,9.112e+04
133.0,1.875e+04,1.576e+04,2.303e+04,5.755e+04
134.7,1.721e+04,2.783e+03,3.597e+03,2.359e+04
136.4,1.638e+04,1.588e+03,1.692e+03,1.966e+04
138.1,1.609e+04,1.631e+03,1.588e+03,1.931e+04
139.8,1.626e+04,1.556e+03,1.494e+03,1.931e+04
141.4,1.574e+04,1.522e+03,1.351e+03,1.861e+04
143.1,1.331e+04,1.487e+03,1.287e+03,1.608e+04
144.8,1.107e+04,1.408e+03,1.241e+03,1.372e+04
146.5,8.987e+03,1.623e+03,1.214e+03,1.182e+04
148.2,1.075e+04,1.931e+03,1.277e+03,1.396e+04
149.9,9.911e+03,1.827e+03,1.372e+03,1.311e+04
151.5,7.968e+03,1.479e+03,1.188e+03,1.064e+04
153.2,6.855e+03,1.369e+03,1.069e+03,9.293e+03
154.9,7.215e+03,1.501e+03,1.006e+03,9.722e+03
156.6,6.594e+03,1.663e+03,9.029e+02,9.160e+03
158.3,5.791e+03,1.877e+03,8.892e+02,8.557e+03
160.0,5.676e+03,2.020e+03,8.989e+02,8.595e+03
161.6,4.881e+03,1.879e+03,8.617e+02,7.622e+03
163.3,4.433e+03,1.587e+03,7.651e+02,6.785e+03
165.0,4.289e+03,1.343e+03,7.494e+02,6.381e+03
166.7,3.710e+03,1.287e+03,7.833e+02,5.780e+03
168.4,3.947e+03,1.315e+03,8.491e+02,6.111e+03
170.1,3.915e+03,1.378e+03,8.674e+02,6.161e+03
171.8,3.898e+03,1.536e+03,8.554e+02,6.289e+03
173.4,4.071e+03,1.845e+03,8.315e+02,6.747e+03
175.1,4.018e+03,2.027e+03,7.145e+02,6.759e+03
176.8,3.611e+03,2.056e+03,6.299e+02,6.297e+03
178.5,3.125e+03,2.049e+03,5.669e+02,5.741e+03
180.2,3.062e+03,1.880e+03,6.488e+02,5.591e+03
181.9,2.956e+03,1.714e+03,7.656e+02,5.436e+03
183.5,3.011e+03,1.677e+03,8.242e+02,5.512e+03
185.2,3.037e+03,1.838e+03,8.883e+02,5.763e+03
186.9,2.936e+03,1.933e+03,9.255e+02,5.795e+03
188.6,2.744e+03,2.124e+03,9.795e+02,5.848e+03
190.3,2.470e+03,2.228e+03,9.290e+02,5.627e+03
192.0,2.275e+03,2.291e+03,9.291e+02,5.495e+03
193.6,2.234e+03,2.461e+03,9.253e+02,5.619e+03
195.3,2.037e+03,2.747e+03,9.611e+02,5.745e+03
197.0,1.967e+03,2.761e+03,8.563e+02,5.584e+03
198.7,1.852e+03,3.020e+03,9.007e+02,5.773e+03
