freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.022e+03,5.190e+01,2.518e+01,1.099e+03
1.6,6.450e+02,5.869e+01,6.397e+01,7.677e+02
3.1,1.118e+02,3.665e+01,6.789e+01,2.164e+02
4.7,4.308e+02,3.477e+01,6.662e+01,5.321e+02
6.2,1.351e+03,3.568e+01,6.517e+01,1.452e+03
7.8,2.142e+03,3.484e+01,6.644e+01,2.243e+03
9.3,3.013e+03,3.402e+01,7.231e+01,3.120e+03
10.9,4.038e+03,3.602e+01,6.961e+01,4.143e+03
12.4,5.166e+03,3.323e+01,6.743e+01,5.267e+03
14.0,6.443e+03,3.222e+01,6.774e+01,6.543e+03
15.5,7.887e+03,3.248e+01,7.226e+01,7.991e+03
17.1,9.561e+03,3.751e+01,7.626e+01,9.675e+03
18.6,1.148e+04,5.266e+01,7.361e+01,1.160e+04
20.2,1.359e+04,6.153e+01,7.318e+01,1.373e+04
21.7,1.581e+04,6.810e+01,7.364e+01,1.595e+04
23.3,1.835e+04,7.242e+01,6.949e+01,1.849e+04
24.8,2.068e+04,9.032e+01,6.986e+01,2.084e+04
26.4,2.350e+04,1.138e+02,7.807e+01,2.369e+04
27.9,2.409e+04,1.082e+02,8.588e+01,2.428e+04
29.5,2.487e+04,1.086e+02,7.523e+01,2.505e+04
31.1,2.840e+04,1.085e+02,7.117e+01,2.858e+04
32.6,3.364e+04,1.272e+02,7.508e+01,3.384e+04
34.2,3.825e+04,1.713e+02,7.272e+01,3.849e+04
35.7,4.406e+04,2.564e+02,9.133e+01,4.441e+04
37.3,5.166e+04,3.558e+02,1.209e+02,5.214e+04
38.8,5.994e+04,3.780e+02,1.438e+02,6.046e+04
40.4,6.899e+04,3.469e+02,1.398e+02,6.947e+04
41.9,7.610e+04,3.785e+02,1.334e+02,7.662e+04
43.5,8.202e+04,4.562e+02,1.441e+02,8.262e+04
45.0,8.648e+04,7.398e+02,2.228e+02,8.744e+04
46.6,8.975e+04,9.983e+02,3.084e+02,9.106e+04
48.1,9.478e+04,5.639e+02,1.894e+02,9.553e+04
49.7,1.002e+05,2.908e+02,1.033e+02,1.006e+05
51.2,1.028e+05,2.682e+02,8.572e+01,1.032e+05
52.8,1.020e+05,3.330e+02,8.734e+01,1.024e+05
54.3,1.067e+05,4.202e+02,9.615e+01,1.072e+05
55.9,1.167e+05,5.553e+02,9.770e+01,1.173e+05
57.4,1.263e+05,6.706e+02,1.161e+02,1.271e+05
59.0,1.364e+05,7.183e+02,1.321e+02,1.372e+05
60.5,1.492e+05,8.629e+02,1.369e+02,1.502e+05
62.1,1.603e+05,1.275e+03,1.816e+02,1.618e+05
63.7,1.676e+05,1.786e+03,2.804e+02,1.697e+05
65.2,1.726e+05,2.089e+03,3.070e+02,1.750e+05
66.8,1.861e+05,2.317e+03,2.934e+02,1.887e+05
68.3,2.098e+05,3.263e+03,3.194e+02,2.134e+05
69.9,2.473e+05,4.804e+03,3.425e+02,2.524e+05
71.4,3.193e+05,8.702e+03,4.791e+02,3.285e+05
73.0,3.912e+05,1.391e+04,7.774e+02,4.059e+05
74.5,4.243e+05,1.966e+04,1.262e+03,4.452e+05
76.1,4.675e+05,2.610e+04,1.993e+03,4.956e+05
77.6,5.093e+05,3.105e+04,2.959e+03,5.433e+05
79.2,5.465e+05,3.992e+04,4.930e+03,5.914e+05
80.7,5.810e+05,5.148e+04,7.973e+03,6.405e+05
82.3,6.072e+05,6.104e+04,1.150e+04,6.797e+05
83.8,6.383e+05,7.287e+04,1.539e+04,7.266e+05
85.4,6.833e+05,8.651e+04,1.935e+04,7.892e+05
86.9,7.661e+05,1.033e+05,2.371e+04,8.931e+05
88.5,8.892e+05,1.314e+05,2.976e+04,1.050e+06
90.0,9.985e+05,1.562e+05,3.435e+04,1.189e+06
91.6,1.112e+06,1.701e+05,3.681e+04,1.319e+06
93.2,1.272e+06,1.768e+05,3.851e+04,1.488e+06
94.7,1.476e+06,1.671e+05,3.618e+04,1.679e+06
96.3,1.707e+06,1.549e+05,3.407e+04,1.896e+06
97.8,1.983e+06,1.435e+05,3.252e+04,2.159e+06
99.4,2.351e+06,1.364e+05,3.276e+04,2.520e+06
100.9,2.804e+06,1.374e+05,3.442e+04,2.976e+06
102.5,3.277e+06,1.458e+05,3.328e+04,3.456e+06
104.0,3.743e+06,1.459e+05,2.947e+04,3.919e+06
105.6,4.160e+06,1.213e+05,2.247e+04,4.304e+06
107.1,4.479e+06,9.942e+04,1.532e+04,4.594e+06
108.7,4.563e+06,7.899e+04,9.107e+03,4.651e+06
110.2,4.310e+06,6.053e+04,4.691e+03,4.375e+06
111.8,3.788e+06,5.640e+04,3.564e+03,3.848e+06
113.3,2.891e+06,7.394e+04,4.130e+03,2.969e+06
114.9,1.903e+06,8.690e+04,3.978e+03,1.994e+06
116.4,1.461e+06,9.275e+04,3.119e+03,1.557e+06
118.0,1.263e+06,8.127e+04,2.370e+03,1.347e+06
119.5,1.070e+06,6.343e+04,2.116e+03,1.136e+06
121.1,7.921e+05,4.787e+04,2.808e+03,8.428e+05
122.6,6.492e+05,2.847e+04,5.398e+03,6.831e+05
124.2,6.226e+05,9.515e+03,1.187e+04,6.440e+05
125.8,5.960e+05,3.557e+03,2.249e+04,6.220e+05
127.3,5.513e+05,2.826e+03,3.760e+04,5.917e+05
128.9,4.799e+05,2.675e+03,6.151e+04,5.441e+05
130.4,4.034e+05,3.135e+03,9.806e+04,5.046e+05
132.0,3.144e+05,4.734e+03,1.275e+05,4.467e+05
133.5,1.381e+05,4.925e+03,8.435e+04,2.273e+05
135.1,6.819e+04,6.665e+03,8.993e+04,1.648e+05
136.6,9.071e+04,1.360e+04,1.858e+05,2.901e+05
138.2,1.390e+05,2.582e+04,3.286e+05,4.934e+05
139.7,1.495e+05,3.233e+04,3.752e+05,5.570e+05
141.3,1.107e+05,2.639e+04,2.736e+05,4.107e+05
142.8,7.539e+04,1.825e+04,1.570e+05,2.506e+05
144.4,5.742e+04,1.311e+04,9.139e+04,1.619e+05
145.9,5.165e+04,1.049e+04,5.839e+04,1.205e+05
147.5,4.992e+04,9.441e+03,4.308e+04,1.024e+05
149.0,4.839e+04,1.044e+04,3.491e+04,9.374e+04
150.6,4.657e+04,1.146e+04,2.794e+04,8.598e+04
152.1,5.189e+04,1.170e+04,2.216e+04,8.574e+04
153.7,5.666e+04,1.088e+04,1.883e+04,8.637e+04
155.3,5.641e+04,1.013e+04,1.790e+04,8.443e+04
156.8,6.073e+04,1.007e+04,1.787e+04,8.866e+04
158.4,6.757e+04,1.061e+04,1.846e+04,9.664e+04
159.9,7.491e+04,1.090e+04,1.836e+04,1.042e+05
161.5,7.928e+04,1.002e+04,1.636e+04,1.057e+05
163.0,8.667e+04,8.531e+03,1.362e+04,1.088e+05
164.6,1.008e+05,8.482e+03,1.164e+04,1.209e+05
166.1,1.170e+05,8.274e+03,9.848e+03,1.351e+05
167.7,1.313e+05,7.850e+03,8.377e+03,1.475e+05
169.2,1.396e+05,7.868e+03,7.314e+03,1.548e+05
170.8,1.504e+05,8.163e+03,6.746e+03,1.653e+05
172.3,1.686e+05,9.351e+03,6.654e+03,1.846e+05
173.9,1.863e+05,1.091e+04,6.546e+03,2.038e+05
175.4,2.039e+05,1.293e+04,6.203e+03,2.230e+05
177.0,2.203e+05,1.460e+04,5.710e+03,2.406e+05
178.5,2.302e+05,1.512e+04,5.301e+03,2.506e+05
180.1,2.300e+05,1.548e+04,5.434e+03,2.509e+05
181.6,2.332e+05,1.591e+04,5.856e+03,2.549e+05
183.2,2.500e+05,1.681e+04,5.794e+03,2.726e+05
184.7,2.748e+05,1.929e+04,5.458e+03,2.995e+05
186.3,3.007e+05,2.382e+04,5.562e+03,3.301e+05
187.9,3.414e+05,2.688e+04,5.734e+03,3.740e+05
189.4,4.098e+05,2.972e+04,5.766e+03,4.453e+05
191.0,4.945e+05,3.196e+04,5.699e+03,5.321e+05
192.5,6.132e+05,3.461e+04,5.473e+03,6.533e+05
194.1,7.645e+05,3.891e+04,5.161e+03,8.086e+05
195.6,9.082e+05,4.287e+04,4.631e+03,9.557e+05
197.2,1.059e+06,4.899e+04,4.403e+03,1.113e+06
198.7,1.251e+06,6.147e+04,5.177e+03,1.318e+06
