freq,psd_x,psd_y,psd_z,psd_xyz
71.1,4.946e+05,5.293e+03,7.007e+03,5.069e+05
72.7,5.291e+05,6.111e+03,1.160e+04,5.468e+05
74.2,5.839e+05,7.476e+03,2.806e+04,6.194e+05
75.7,6.830e+05,9.327e+03,4.701e+04,7.393e+05
77.3,8.107e+05,1.383e+04,6.889e+04,8.934e+05
78.8,9.428e+05,2.135e+04,9.189e+04,1.056e+06
80.4,1.086e+06,2.607e+04,1.083e+05,1.220e+06
81.9,1.268e+06,3.015e+04,1.487e+05,1.447e+06
83.5,1.430e+06,3.453e+04,1.854e+05,1.650e+06
85.0,1.630e+06,3.931e+04,2.036e+05,1.873e+06
86.6,1.905e+06,4.070e+04,1.918e+05,2.138e+06
88.1,2.249e+06,4.196e+04,1.710e+05,2.461e+06
89.7,2.714e+06,4.452e+04,1.601e+05,2.919e+06
91.2,3.403e+06,4.242e+04,1.426e+05,3.588e+06
92.7,4.671e+06,3.701e+04,1.416e+05,4.850e+06
94.3,6.763e+06,2.561e+04,1.595e+05,6.948e+06
95.8,8.984e+06,2.567e+04,1.384e+05,9.148e+06
97.4,1.037e+07,4.159e+04,1.071e+05,1.051e+07
98.9,1.191e+07,6.013e+04,5.711e+04,1.202e+07
100.5,1.383e+07,8.602e+04,1.442e+04,1.393e+07
102.0,1.346e+07,1.036e+05,6.368e+03,1.357e+07
103.6,1.198e+07,1.072e+05,1.050e+04,1.210e+07
105.1,1.040e+07,1.049e+05,3.162e+04,1.054e+07
106.7,1.024e+07,1.294e+05,7.262e+04,1.045e+07
108.2,1.087e+07,1.948e+05,9.329e+04,1.116e+07
109.7,1.072e+07,2.455e+05,9.869e+04,1.107e+07
111.3,9.775e+06,2.563e+05,1.045e+05,1.014e+07
112.8,8.549e+06,2.543e+05,1.022e+05,8.905e+06
114.4,7.480e+06,2.496e+05,1.014e+05,7.831e+06
115.9,6.443e+06,2.378e+05,9.641e+04,6.777e+06
117.5,5.289e+06,2.143e+05,8.464e+04,5.588e+06
119.0,4.369e+06,1.947e+05,7.110e+04,4.635e+06
120.6,3.470e+06,1.702e+05,5.516e+04,3.695e+06
122.1,2.715e+06,1.465e+05,4.240e+04,2.904e+06
123.7,2.503e+06,1.509e+05,3.841e+04,2.692e+06
125.2,2.350e+06,1.642e+05,3.444e+04,2.548e+06
126.8,2.167e+06,1.759e+05,2.790e+04,2.371e+06
128.3,2.005e+06,1.858e+05,1.815e+04,2.209e+06
129.8,1.878e+06,2.049e+05,1.688e+04,2.100e+06
131.4,1.710e+06,2.310e+05,3.252e+04,1.973e+06
132.9,8.802e+05,1.391e+05,2.113e+04,1.040e+06
134.5,1.318e+05,2.712e+04,4.599e+03,1.636e+05
136.0,6.748e+04,2.191e+04,2.899e+03,9.229e+04
137.6,6.188e+04,2.087e+04,2.378e+03,8.512e+04
139.1,5.868e+04,1.489e+04,2.255e+03,7.582e+04
140.7,5.373e+04,7.456e+03,2.239e+03,6.343e+04
142.2,4.919e+04,3.306e+03,2.230e+03,5.472e+04
143.8,4.637e+04,2.204e+03,2.426e+03,5.100e+04
145.3,4.210e+04,3.110e+03,2.436e+03,4.765e+04
146.8,3.908e+04,6.928e+03,2.371e+03,4.837e+04
148.4,3.657e+04,1.045e+04,2.194e+03,4.922e+04
149.9,3.400e+04,1.082e+04,2.155e+03,4.697e+04
151.5,3.143e+04,9.205e+03,2.196e+03,4.283e+04
153.0,2.953e+04,7.761e+03,2.201e+03,3.950e+04
154.6,2.911e+04,7.320e+03,2.319e+03,3.875e+04
156.1,3.073e+04,7.820e+03,2.618e+03,4.117e+04
157.7,4.070e+04,9.972e+03,3.560e+03,5.423e+04
159.2,5.953e+04,1.483e+04,5.269e+03,7.962e+04
160.8,7.380e+04,1.976e+04,6.741e+03,1.003e+05
162.3,7.222e+04,2.100e+04,7.215e+03,1.004e+05
163.8,6.809e+04,2.140e+04,7.396e+03,9.689e+04
165.4,6.425e+04,2.199e+04,7.737e+03,9.398e+04
166.9,6.055e+04,2.265e+04,8.212e+03,9.142e+04
168.5,5.696e+04,2.361e+04,8.484e+03,8.905e+04
170.0,5.346e+04,2.445e+04,8.781e+03,8.669e+04
171.6,4.980e+04,2.513e+04,9.222e+03,8.415e+04
173.1,4.699e+04,2.633e+04,9.750e+03,8.307e+04
174.7,4.540e+04,2.812e+04,1.049e+04,8.400e+04
176.2,4.426e+04,2.988e+04,1.154e+04,8.569e+04
177.8,4.293e+04,3.119e+04,1.247e+04,8.660e+04
179.3,4.186e+04,3.263e+04,1.347e+04,8.796e+04
180.9,4.074e+04,3.334e+04,1.427e+04,8.836e+04
182.4,4.022e+04,3.319e+04,1.499e+04,8.840e+04
183.9,3.934e+04,3.134e+04,1.779e+04,8.847e+04
185.5,3.933e+04,3.034e+04,2.868e+04,9.836e+04
187.0,4.105e+04,3.473e+04,5.897e+04,1.347e+05
188.6,4.383e+04,4.794e+04,1.269e+05,2.187e+05
190.1,4.754e+04,7.179e+04,2.271e+05,3.464e+05
191.7,5.150e+04,1.062e+05,3.535e+05,5.112e+05
193.2,5.444e+04,1.318e+05,4.788e+05,6.650e+05
194.8,5.642e+04,1.508e+05,5.951e+05,8.022e+05
196.3,5.833e+04,1.689e+05,6.990e+05,9.262e+05
197.9,5.401e+04,1.513e+05,5.362e+05,7.415e+05
199.4,4.663e+04,1.452e+05,2.698e+05,4.616e+05
