freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.002e+01,5.082e+01,1.309e+03,1.389e+03
1.5,4.058e+01,5.856e+01,8.013e+02,9.004e+02
3.1,4.135e+01,4.290e+01,8.288e+01,1.671e+02
4.6,4.938e+01,4.131e+01,4.191e+02,5.098e+02
6.2,3.227e+01,4.178e+01,1.349e+03,1.423e+03
7.7,3.207e+01,3.946e+01,2.252e+03,2.323e+03
9.3,3.063e+01,4.132e+01,3.376e+03,3.448e+03
10.8,2.730e+01,5.060e+01,4.484e+03,4.562e+03
12.4,2.989e+01,5.015e+01,4.523e+03,4.603e+03
13.9,2.872e+01,4.636e+01,5.590e+03,5.665e+03
15.5,2.977e+01,4.289e+01,7.260e+03,7.333e+03
17.0,3.182e+01,4.149e+01,9.157e+03,9.230e+03
18.6,3.362e+01,4.478e+01,1.125e+04,1.132e+04
20.1,3.458e+01,4.442e+01,1.358e+04,1.366e+04
21.6,3.899e+01,4.492e+01,1.652e+04,1.660e+04
23.2,4.082e+01,4.629e+01,2.023e+04,2.032e+04
24.7,4.098e+01,4.830e+01,2.395e+04,2.404e+04
26.3,4.247e+01,4.606e+01,2.801e+04,2.810e+04
27.8,4.616e+01,4.334e+01,3.185e+04,3.194e+04
29.4,5.375e+01,4.862e+01,3.619e+04,3.629e+04
30.9,5.231e+01,5.147e+01,4.306e+04,4.317e+04
32.5,5.523e+01,5.046e+01,4.919e+04,4.929e+04
34.0,6.838e+01,5.275e+01,5.381e+04,5.393e+04
35.6,7.357e+01,6.730e+01,6.260e+04,6.274e+04
37.1,6.298e+01,7.829e+01,7.410e+04,7.424e+04
38.7,6.113e+01,1.157e+02,8.588e+04,8.605e+04
40.2,7.454e+01,2.027e+02,9.372e+04,9.399e+04
41.8,8.658e+01,2.957e+02,1.014e+05,1.017e+05
43.3,1.038e+02,3.922e+02,1.246e+05,1.251e+05
44.8,1.609e+02,5.539e+02,1.581e+05,1.588e+05
46.4,2.111e+02,7.511e+02,1.926e+05,1.935e+05
47.9,2.365e+02,8.385e+02,2.265e+05,2.276e+05
49.5,3.623e+02,1.025e+03,2.510e+05,2.524e+05
51.0,4.528e+02,1.169e+03,2.475e+05,2.491e+05
52.6,4.196e+02,1.041e+03,2.449e+05,2.464e+05
54.1,4.394e+02,9.985e+02,2.763e+05,2.777e+05
55.7,5.681e+02,1.277e+03,3.568e+05,3.586e+05
57.2,8.268e+02,1.926e+03,4.781e+05,4.808e+05
58.8,1.258e+03,3.249e+03,6.563e+05,6.608e+05
60.3,2.110e+03,5.983e+03,9.275e+05,9.356e+05
61.9,3.443e+03,1.043e+04,1.321e+06,1.334e+06
63.4,6.172e+03,1.720e+04,1.913e+06,1.936e+06
64.9,1.725e+04,3.271e+04,3.026e+06,3.076e+06
66.5,6.349e+04,7.536e+04,5.223e+06,5.362e+06
68.0,1.336e+05,1.263e+05,6.958e+06,7.218e+06
69.6,1.682e+05,1.626e+05,7.360e+06,7.691e+06
71.1,1.570e+05,1.732e+05,6.666e+06,6.996e+06
72.7,1.227e+05,1.568e+05,5.340e+06,5.620e+06
74.2,9.071e+04,1.293e+05,4.000e+06,4.220e+06
75.8,8.129e+04,1.188e+05,3.311e+06,3.511e+06
77.3,7.691e+04,1.190e+05,2.938e+06,3.134e+06
78.9,6.563e+04,1.165e+05,2.457e+06,2.639e+06
80.4,7.266e+04,1.222e+05,2.066e+06,2.260e+06
82.0,8.250e+04,1.303e+05,1.748e+06,1.961e+06
83.5,8.374e+04,1.339e+05,1.429e+06,1.647e+06
85.1,7.814e+04,1.555e+05,1.276e+06,1.510e+06
86.6,6.671e+04,1.817e+05,1.150e+06,1.398e+06
88.1,5.983e+04,1.911e+05,9.975e+05,1.248e+06
89.7,4.991e+04,1.816e+05,8.662e+05,1.098e+06
91.2,3.610e+04,1.572e+05,7.566e+05,9.499e+05
92.8,2.413e+04,1.392e+05,6.554e+05,8.188e+05
