freq,psd_x,psd_y,psd_z,psd_xyz
68.1,1.577e+04,2.224e+05,2.615e+06,2.853e+06
69.7,2.447e+04,3.119e+05,4.001e+06,4.337e+06
71.2,3.655e+04,4.372e+05,5.977e+06,6.451e+06
72.7,4.343e+04,5.601e+05,7.538e+06,8.142e+06
74.3,4.025e+04,6.366e+05,7.605e+06,8.282e+06
75.8,3.092e+04,6.701e+05,6.559e+06,7.261e+06
77.4,2.154e+04,6.616e+05,5.088e+06,5.771e+06
78.9,1.471e+04,6.530e+05,3.813e+06,4.480e+06
80.5,1.162e+04,6.682e+05,2.918e+06,3.598e+06
82.0,9.633e+03,7.008e+05,2.315e+06,3.026e+06
83.6,8.504e+03,7.303e+05,1.936e+06,2.675e+06
85.1,7.819e+03,7.600e+05,1.728e+06,2.496e+06
86.7,6.314e+03,8.063e+05,1.595e+06,2.408e+06
88.2,4.472e+03,8.471e+05,1.467e+06,2.319e+06
89.8,3.257e+03,8.304e+05,1.267e+06,2.100e+06
91.3,3.153e+03,7.047e+05,1.022e+06,1.730e+06
92.9,5.273e+03,4.667e+05,8.774e+05,1.349e+06
94.4,9.106e+03,3.109e+05,8.122e+05,1.132e+06
96.0,1.206e+04,2.520e+05,7.163e+05,9.804e+05
97.5,1.191e+04,2.046e+05,6.186e+05,8.351e+05
99.1,9.337e+03,1.675e+05,5.446e+05,7.214e+05
100.6,8.612e+03,1.407e+05,5.036e+05,6.530e+05
102.2,8.638e+03,1.130e+05,4.506e+05,5.722e+05
103.7,8.089e+03,8.882e+04,3.829e+05,4.798e+05
105.3,6.906e+03,6.613e+04,3.085e+05,3.815e+05
106.8,6.783e+03,5.495e+04,2.792e+05,3.409e+05
108.3,7.014e+03,4.883e+04,2.658e+05,3.217e+05
109.9,7.335e+03,4.353e+04,2.502e+05,3.011e+05
111.4,7.887e+03,3.991e+04,2.326e+05,2.804e+05
113.0,8.744e+03,3.959e+04,2.259e+05,2.742e+05
114.5,8.924e+03,4.114e+04,2.298e+05,2.799e+05
116.1,8.683e+03,3.743e+04,2.283e+05,2.744e+05
117.6,8.986e+03,3.123e+04,2.207e+05,2.609e+05
119.2,8.858e+03,2.498e+04,2.128e+05,2.466e+05
120.7,8.720e+03,2.003e+04,2.069e+05,2.356e+05
122.3,9.559e+03,1.661e+04,1.969e+05,2.231e+05
123.8,1.011e+04,1.317e+04,1.813e+05,2.046e+05
125.4,9.145e+03,9.611e+03,1.679e+05,1.867e+05
126.9,1.016e+04,1.268e+04,1.770e+05,1.999e+05
128.5,8.909e+03,1.826e+04,1.880e+05,2.152e+05
130.0,5.893e+03,2.363e+04,1.980e+05,2.276e+05
131.6,6.101e+03,2.642e+04,2.073e+05,2.398e+05
133.1,4.078e+03,1.941e+04,1.111e+05,1.346e+05
134.7,1.873e+03,1.417e+04,1.855e+04,3.459e+04
136.2,1.725e+03,1.567e+04,1.157e+04,2.896e+04
137.8,1.651e+03,1.858e+04,1.159e+04,3.182e+04
139.3,1.571e+03,2.271e+04,1.243e+04,3.671e+04
140.9,1.830e+03,2.759e+04,1.416e+04,4.358e+04
142.4,2.592e+03,3.722e+04,1.587e+04,5.568e+04
143.9,3.977e+03,4.542e+04,1.757e+04,6.697e+04
145.5,5.011e+03,4.518e+04,1.796e+04,6.815e+04
147.0,6.378e+03,4.634e+04,1.594e+04,6.867e+04
148.6,7.744e+03,4.714e+04,1.478e+04,6.966e+04
150.1,8.010e+03,4.692e+04,2.131e+04,7.624e+04
151.7,6.015e+03,4.106e+04,3.557e+04,8.265e+04
153.2,4.182e+03,2.899e+04,3.667e+04,6.985e+04
154.8,3.580e+03,2.066e+04,2.631e+04,5.056e+04
156.3,2.879e+03,1.536e+04,2.352e+04,4.176e+04
157.9,1.918e+03,1.099e+04,2.558e+04,3.848e+04
159.4,1.645e+03,8.195e+03,2.483e+04,3.467e+04
161.0,1.638e+03,6.746e+03,2.256e+04,3.094e+04
162.5,1.802e+03,5.817e+03,2.012e+04,2.774e+04
164.1,1.953e+03,5.278e+03,1.768e+04,2.491e+04
165.6,1.944e+03,5.044e+03,1.660e+04,2.359e+04
167.2,1.873e+03,5.246e+03,1.678e+04,2.390e+04
168.7,1.853e+03,5.361e+03,1.698e+04,2.420e+04
170.3,1.746e+03,5.359e+03,1.702e+04,2.412e+04
171.8,1.800e+03,5.718e+03,1.839e+04,2.590e+04
173.4,1.729e+03,6.265e+03,1.995e+04,2.795e+04
174.9,1.774e+03,7.197e+03,2.036e+04,2.933e+04
176.5,1.892e+03,8.954e+03,2.026e+04,3.110e+04
178.0,2.045e+03,1.209e+04,2.017e+04,3.431e+04
179.6,2.297e+03,1.588e+04,1.996e+04,3.814e+04
181.1,2.461e+03,1.965e+04,1.985e+04,4.197e+04
182.6,2.684e+03,2.462e+04,1.988e+04,4.719e+04
184.2,3.281e+03,3.519e+04,1.904e+04,5.752e+04
185.7,4.379e+03,5.041e+04,1.731e+04,7.209e+04
187.3,5.696e+03,6.488e+04,1.599e+04,8.656e+04
188.8,7.008e+03,7.430e+04,1.567e+04,9.698e+04
190.4,7.907e+03,8.071e+04,1.565e+04,1.043e+05
191.9,7.726e+03,8.354e+04,1.529e+04,1.066e+05
193.5,8.032e+03,8.662e+04,1.499e+04,1.096e+05
195.0,8.898e+03,8.895e+04,1.480e+04,1.126e+05
196.6,9.907e+03,9.108e+04,1.522e+04,1.162e+05
198.1,1.086e+04,9.519e+04,1.750e+04,1.236e+05
199.7,9.002e+03,1.059e+05,1.887e+04,1.338e+05
