freq,psd_x,psd_y,psd_z,psd_xyz
81.7,7.266e+05,6.331e+04,5.699e+04,8.469e+05
83.3,7.998e+05,7.010e+04,5.871e+04,9.286e+05
84.8,9.034e+05,7.720e+04,7.075e+04,1.051e+06
86.4,1.033e+06,9.194e+04,8.740e+04,1.213e+06
87.9,1.172e+06,1.094e+05,1.034e+05,1.385e+06
89.4,1.335e+06,1.156e+05,1.241e+05,1.574e+06
91.0,1.535e+06,1.201e+05,1.445e+05,1.799e+06
92.5,1.768e+06,1.211e+05,1.629e+05,2.052e+06
94.1,2.033e+06,1.206e+05,1.761e+05,2.330e+06
95.6,2.400e+06,1.292e+05,1.899e+05,2.720e+06
97.2,2.853e+06,1.451e+05,2.043e+05,3.202e+06
98.7,3.418e+06,1.613e+05,2.254e+05,3.805e+06
100.2,4.146e+06,1.668e+05,2.527e+05,4.566e+06
101.8,5.189e+06,1.808e+05,2.714e+05,5.641e+06
103.3,6.932e+06,1.940e+05,3.352e+05,7.461e+06
104.9,8.496e+06,1.894e+05,4.036e+05,9.089e+06
106.4,1.059e+07,1.973e+05,4.415e+05,1.123e+07
108.0,1.248e+07,2.079e+05,4.332e+05,1.312e+07
109.5,1.310e+07,2.411e+05,3.927e+05,1.374e+07
111.0,1.256e+07,2.460e+05,3.326e+05,1.314e+07
112.6,1.092e+07,2.056e+05,2.715e+05,1.140e+07
114.1,9.945e+06,1.693e+05,2.243e+05,1.034e+07
115.7,1.021e+07,1.858e+05,1.787e+05,1.057e+07
117.2,9.953e+06,2.308e+05,1.526e+05,1.034e+07
118.7,9.338e+06,2.668e+05,1.415e+05,9.746e+06
120.3,8.573e+06,2.867e+05,1.293e+05,8.989e+06
121.8,7.711e+06,2.885e+05,1.189e+05,8.118e+06
123.4,6.853e+06,2.589e+05,1.032e+05,7.215e+06
124.9,5.974e+06,2.115e+05,8.329e+04,6.269e+06
126.5,5.224e+06,1.781e+05,7.605e+04,5.478e+06
128.0,4.815e+06,2.235e+05,9.050e+04,5.129e+06
129.5,4.482e+06,2.463e+05,8.364e+04,4.812e+06
131.1,4.035e+06,2.065e+05,5.252e+04,4.294e+06
132.6,2.389e+06,1.246e+05,2.830e+04,2.542e+06
134.2,3.439e+05,1.934e+04,6.904e+03,3.701e+05
135.7,6.722e+04,5.133e+03,3.697e+03,7.605e+04
137.3,5.583e+04,5.767e+03,3.368e+03,6.497e+04
138.8,4.722e+04,6.722e+03,2.958e+03,5.690e+04
140.3,4.253e+04,8.303e+03,2.575e+03,5.341e+04
141.9,3.899e+04,1.004e+04,2.409e+03,5.144e+04
143.4,3.672e+04,1.059e+04,2.337e+03,4.965e+04
145.0,3.495e+04,9.493e+03,2.298e+03,4.674e+04
146.5,3.545e+04,8.126e+03,2.429e+03,4.600e+04
148.0,3.956e+04,7.592e+03,2.682e+03,4.983e+04
149.6,4.868e+04,7.903e+03,2.966e+03,5.955e+04
151.1,4.932e+04,6.976e+03,2.897e+03,5.919e+04
152.7,4.407e+04,5.713e+03,2.700e+03,5.248e+04
154.2,3.868e+04,4.963e+03,3.198e+03,4.684e+04
155.8,3.504e+04,4.698e+03,3.984e+03,4.372e+04
157.3,3.189e+04,4.695e+03,4.160e+03,4.075e+04
158.8,2.962e+04,5.193e+03,4.286e+03,3.910e+04
160.4,2.760e+04,5.580e+03,4.335e+03,3.752e+04
161.9,2.538e+04,5.819e+03,4.461e+03,3.566e+04
163.5,2.342e+04,6.136e+03,4.851e+03,3.441e+04
165.0,2.174e+04,6.489e+03,5.535e+03,3.377e+04
166.6,2.161e+04,7.308e+03,5.675e+03,3.460e+04
168.1,2.257e+04,8.738e+03,5.458e+03,3.677e+04
169.6,2.470e+04,1.079e+04,5.162e+03,4.066e+04
171.2,3.241e+04,1.646e+04,5.081e+03,5.395e+04
172.7,4.234e+04,2.452e+04,5.245e+03,7.210e+04
174.3,4.301e+04,2.720e+04,4.905e+03,7.512e+04
175.8,4.131e+04,2.835e+04,4.538e+03,7.420e+04
177.4,4.001e+04,2.882e+04,4.091e+03,7.292e+04
178.9,3.908e+04,2.930e+04,3.680e+03,7.206e+04
180.4,3.857e+04,3.100e+04,3.351e+03,7.292e+04
182.0,3.758e+04,3.387e+04,3.124e+03,7.458e+04
183.5,3.649e+04,3.616e+04,2.964e+03,7.561e+04
185.1,3.646e+04,3.875e+04,2.802e+03,7.801e+04
186.6,3.676e+04,4.103e+04,2.766e+03,8.055e+04
188.1,3.743e+04,4.226e+04,2.845e+03,8.253e+04
189.7,3.809e+04,4.278e+04,2.827e+03,8.369e+04
191.2,3.926e+04,4.249e+04,3.079e+03,8.482e+04
192.8,4.124e+04,4.317e+04,3.465e+03,8.787e+04
194.3,4.295e+04,4.282e+04,3.775e+03,8.955e+04
195.9,4.439e+04,4.112e+04,4.149e+03,8.966e+04
197.4,4.514e+04,3.873e+04,4.169e+03,8.804e+04
198.9,4.845e+04,4.153e+04,4.484e+03,9.446e+04
