freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.828e+03,1.036e+02,6.301e+01,1.995e+03
1.5,1.028e+03,1.338e+02,7.799e+01,1.240e+03
3.1,5.357e+01,7.232e+01,5.732e+01,1.832e+02
4.6,3.776e+02,7.874e+01,6.089e+01,5.172e+02
6.2,1.295e+03,8.094e+01,6.335e+01,1.439e+03
7.7,2.102e+03,9.000e+01,6.583e+01,2.258e+03
9.3,2.983e+03,9.370e+01,6.134e+01,3.138e+03
10.8,3.975e+03,8.799e+01,6.579e+01,4.129e+03
12.4,5.144e+03,9.287e+01,7.074e+01,5.308e+03
13.9,6.543e+03,9.142e+01,7.207e+01,6.706e+03
15.5,7.956e+03,1.038e+02,7.064e+01,8.130e+03
17.0,8.999e+03,1.234e+02,7.385e+01,9.196e+03
18.5,1.062e+04,1.449e+02,6.847e+01,1.083e+04
20.1,1.273e+04,1.610e+02,7.090e+01,1.296e+04
21.6,1.499e+04,1.448e+02,7.448e+01,1.521e+04
23.2,1.726e+04,1.214e+02,6.935e+01,1.745e+04
24.7,1.980e+04,1.432e+02,6.570e+01,2.001e+04
26.3,2.263e+04,1.693e+02,7.218e+01,2.287e+04
27.8,2.579e+04,2.021e+02,7.559e+01,2.607e+04
29.4,2.933e+04,2.017e+02,7.127e+01,2.961e+04
30.9,3.321e+04,1.961e+02,8.174e+01,3.349e+04
32.4,3.801e+04,2.138e+02,8.235e+01,3.830e+04
34.0,4.318e+04,2.581e+02,8.240e+01,4.352e+04
35.5,4.869e+04,3.086e+02,9.525e+01,4.909e+04
37.1,5.528e+04,3.337e+02,1.102e+02,5.572e+04
38.6,6.207e+04,3.160e+02,1.240e+02,6.251e+04
40.2,6.835e+04,3.038e+02,1.515e+02,6.880e+04
41.7,7.648e+04,3.205e+02,1.744e+02,7.697e+04
43.3,8.215e+04,3.597e+02,2.028e+02,8.271e+04
44.8,8.746e+04,3.864e+02,2.057e+02,8.806e+04
46.4,9.858e+04,4.231e+02,2.124e+02,9.922e+04
47.9,1.119e+05,4.977e+02,2.489e+02,1.127e+05
49.4,1.215e+05,5.799e+02,3.081e+02,1.224e+05
51.0,1.222e+05,7.209e+02,3.752e+02,1.233e+05
52.5,1.260e+05,8.979e+02,4.197e+02,1.273e+05
54.1,1.397e+05,9.406e+02,4.543e+02,1.411e+05
55.6,1.540e+05,9.748e+02,5.634e+02,1.555e+05
57.2,1.632e+05,9.350e+02,7.111e+02,1.648e+05
58.7,1.788e+05,1.121e+03,9.565e+02,1.808e+05
60.3,2.038e+05,1.504e+03,1.214e+03,2.066e+05
61.8,2.324e+05,2.022e+03,1.633e+03,2.360e+05
63.3,2.644e+05,2.684e+03,2.209e+03,2.693e+05
64.9,2.971e+05,3.232e+03,2.962e+03,3.033e+05
66.4,3.265e+05,3.984e+03,4.545e+03,3.350e+05
68.0,3.543e+05,6.628e+03,9.413e+03,3.704e+05
69.5,3.983e+05,1.113e+04,1.849e+04,4.279e+05
71.1,4.451e+05,1.664e+04,3.269e+04,4.944e+05
72.6,4.890e+05,2.722e+04,6.243e+04,5.786e+05
74.2,5.153e+05,4.161e+04,1.051e+05,6.621e+05
75.7,5.471e+05,4.722e+04,1.285e+05,7.228e+05
77.3,5.961e+05,4.653e+04,1.335e+05,7.761e+05
78.8,6.602e+05,4.387e+04,1.329e+05,8.369e+05
80.3,7.288e+05,4.020e+04,1.292e+05,8.983e+05
81.9,7.947e+05,3.466e+04,1.235e+05,9.529e+05
83.4,8.912e+05,3.055e+04,1.250e+05,1.047e+06
85.0,1.038e+06,3.034e+04,1.303e+05,1.199e+06
86.5,1.221e+06,3.231e+04,1.472e+05,1.401e+06
88.1,1.434e+06,4.025e+04,1.671e+05,1.641e+06
89.6,1.673e+06,5.210e+04,1.802e+05,1.905e+06
91.2,1.948e+06,6.102e+04,1.859e+05,2.195e+06
92.7,2.245e+06,6.586e+04,1.866e+05,2.497e+06
