freq,psd_x,psd_y,psd_z,psd_xyz
50.9,2.724e+02,8.855e+02,2.319e+05,2.331e+05
52.4,2.977e+02,1.202e+03,2.816e+05,2.831e+05
53.9,4.198e+02,1.354e+03,3.530e+05,3.548e+05
55.5,7.664e+02,2.322e+03,4.487e+05,4.518e+05
57.0,1.523e+03,4.784e+03,5.497e+05,5.560e+05
58.6,2.488e+03,6.931e+03,6.384e+05,6.478e+05
60.1,4.034e+03,1.030e+04,7.784e+05,7.927e+05
61.7,1.070e+04,2.743e+04,1.074e+06,1.112e+06
63.2,2.739e+04,6.707e+04,1.580e+06,1.674e+06
64.7,4.837e+04,1.143e+05,2.269e+06,2.431e+06
66.3,7.335e+04,1.737e+05,3.139e+06,3.386e+06
67.8,9.823e+04,2.107e+05,4.075e+06,4.384e+06
69.4,1.440e+05,2.681e+05,6.020e+06,6.432e+06
70.9,2.315e+05,3.798e+05,8.360e+06,8.972e+06
72.4,3.123e+05,4.749e+05,9.261e+06,1.005e+07
74.0,3.559e+05,5.313e+05,8.463e+06,9.350e+06
75.5,3.577e+05,5.578e+05,6.823e+06,7.739e+06
77.1,3.502e+05,5.888e+05,5.394e+06,6.333e+06
78.6,3.471e+05,6.295e+05,4.340e+06,5.317e+06
80.1,3.490e+05,6.853e+05,3.494e+06,4.529e+06
81.7,3.495e+05,7.391e+05,2.770e+06,3.859e+06
83.2,3.501e+05,7.777e+05,2.227e+06,3.355e+06
84.8,3.516e+05,8.247e+05,1.858e+06,3.034e+06
86.3,3.588e+05,9.058e+05,1.670e+06,2.934e+06
87.9,3.556e+05,1.005e+06,1.559e+06,2.920e+06
89.4,3.198e+05,1.064e+06,1.419e+06,2.803e+06
90.9,2.527e+05,1.036e+06,1.248e+06,2.537e+06
92.5,1.722e+05,9.209e+05,1.073e+06,2.166e+06
94.0,9.270e+04,6.969e+05,9.466e+05,1.736e+06
95.6,4.317e+04,4.634e+05,8.721e+05,1.379e+06
97.1,2.611e+04,3.398e+05,8.019e+05,1.168e+06
98.6,2.377e+04,2.775e+05,7.235e+05,1.025e+06
100.2,2.767e+04,2.312e+05,6.532e+05,9.121e+05
101.7,2.155e+04,1.945e+05,5.919e+05,8.079e+05
103.3,1.582e+04,1.629e+05,5.176e+05,6.963e+05
104.8,1.429e+04,1.306e+05,4.224e+05,5.672e+05
106.4,1.448e+04,1.114e+05,3.658e+05,4.917e+05
107.9,1.643e+04,1.045e+05,3.409e+05,4.619e+05
109.4,1.818e+04,1.061e+05,3.291e+05,4.534e+05
111.0,1.542e+04,1.020e+05,3.223e+05,4.398e+05
112.5,1.794e+04,9.142e+04,3.108e+05,4.202e+05
114.1,2.608e+04,8.683e+04,3.053e+05,4.182e+05
115.6,2.673e+04,8.661e+04,3.062e+05,4.195e+05
117.1,2.282e+04,8.028e+04,3.017e+05,4.048e+05
118.7,2.518e+04,7.545e+04,2.985e+05,3.992e+05
120.2,3.243e+04,7.232e+04,2.955e+05,4.003e+05
121.8,4.470e+04,7.023e+04,2.931e+05,4.081e+05
123.3,5.586e+04,6.484e+04,2.882e+05,4.089e+05
124.8,6.921e+04,5.423e+04,2.768e+05,4.002e+05
126.4,9.040e+04,4.679e+04,2.643e+05,4.015e+05
127.9,1.208e+05,5.162e+04,2.662e+05,4.386e+05
129.5,1.170e+05,5.943e+04,2.835e+05,4.599e+05
131.0,8.938e+04,8.363e+04,3.205e+05,4.935e+05
132.6,6.042e+04,6.887e+04,2.395e+05,3.688e+05
134.1,2.647e+04,1.851e+04,4.586e+04,9.084e+04
135.6,1.864e+04,1.186e+04,1.284e+04,4.334e+04
137.2,1.615e+04,1.474e+04,1.316e+04,4.405e+04
138.7,1.339e+04,2.222e+04,1.379e+04,4.940e+04
140.3,1.204e+04,2.956e+04,1.503e+04,5.663e+04
141.8,1.136e+04,3.196e+04,1.483e+04,5.815e+04
143.3,1.141e+04,3.279e+04,1.490e+04,5.910e+04
144.9,1.180e+04,3.181e+04,1.584e+04,5.945e+04
146.4,1.171e+04,2.707e+04,1.542e+04,5.420e+04
148.0,1.132e+04,2.026e+04,1.372e+04,4.531e+04
149.5,1.166e+04,1.491e+04,1.190e+04,3.847e+04
151.1,1.127e+04,9.717e+03,8.915e+03,2.990e+04
152.6,1.081e+04,6.594e+03,6.512e+03,2.391e+04
154.1,1.085e+04,5.276e+03,7.659e+03,2.379e+04
155.7,1.005e+04,3.688e+03,1.214e+04,2.588e+04
157.2,8.988e+03,2.652e+03,1.286e+04,2.450e+04
158.8,8.316e+03,2.467e+03,1.081e+04,2.160e+04
160.3,7.690e+03,2.551e+03,9.302e+03,1.954e+04
161.8,7.275e+03,2.622e+03,8.088e+03,1.799e+04
163.4,7.052e+03,2.676e+03,7.414e+03,1.714e+04
164.9,6.795e+03,2.713e+03,7.244e+03,1.675e+04
166.5,6.681e+03,2.703e+03,7.491e+03,1.688e+04
168.0,6.780e+03,2.934e+03,8.086e+03,1.780e+04
169.5,7.162e+03,3.297e+03,8.637e+03,1.910e+04
171.1,7.204e+03,3.577e+03,1.061e+04,2.139e+04
172.6,7.564e+03,4.186e+03,1.366e+04,2.541e+04
174.2,7.373e+03,4.346e+03,1.424e+04,2.596e+04
175.7,7.044e+03,4.237e+03,1.380e+04,2.508e+04
177.3,6.967e+03,4.393e+03,1.369e+04,2.505e+04
178.8,6.695e+03,4.490e+03,1.356e+04,2.475e+04
180.3,6.380e+03,4.725e+03,1.336e+04,2.447e+04
181.9,6.668e+03,5.681e+03,1.357e+04,2.592e+04
183.4,7.140e+03,6.914e+03,1.309e+04,2.714e+04
185.0,7.816e+03,9.968e+03,1.216e+04,2.994e+04
186.5,8.842e+03,1.625e+04,1.111e+04,3.621e+04
188.0,1.013e+04,2.703e+04,1.033e+04,4.750e+04
189.6,1.076e+04,3.872e+04,1.012e+04,5.960e+04
191.1,1.140e+04,4.748e+04,1.074e+04,6.961e+04
192.7,1.222e+04,5.146e+04,1.186e+04,7.554e+04
194.2,1.280e+04,5.069e+04,1.322e+04,7.671e+04
195.8,1.348e+04,4.840e+04,1.447e+04,7.635e+04
197.3,1.309e+04,4.803e+04,1.512e+04,7.624e+04
198.8,1.166e+04,5.105e+04,1.683e+04,7.954e+04
