freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.440e+03,1.237e+02,6.658e+01,1.631e+03
1.5,8.858e+02,3.484e+02,9.489e+01,1.329e+03
3.1,1.360e+02,5.388e+02,7.832e+01,7.532e+02
4.6,4.104e+02,3.901e+02,7.569e+01,8.761e+02
6.2,1.320e+03,4.068e+02,7.458e+01,1.802e+03
7.7,2.148e+03,5.094e+02,7.195e+01,2.730e+03
9.3,3.034e+03,5.801e+02,7.723e+01,3.692e+03
10.8,4.156e+03,5.763e+02,8.057e+01,4.813e+03
12.4,5.437e+03,4.335e+02,8.973e+01,5.960e+03
13.9,6.672e+03,4.340e+02,9.048e+01,7.197e+03
15.5,7.702e+03,5.837e+02,8.908e+01,8.375e+03
17.0,8.764e+03,5.031e+02,8.047e+01,9.348e+03
18.6,1.046e+04,4.835e+02,8.254e+01,1.102e+04
20.1,1.248e+04,4.544e+02,8.778e+01,1.302e+04
21.7,1.442e+04,3.812e+02,8.664e+01,1.489e+04
23.2,1.638e+04,3.290e+02,8.675e+01,1.680e+04
24.8,1.853e+04,4.042e+02,8.847e+01,1.902e+04
26.3,2.115e+04,4.821e+02,1.019e+02,2.173e+04
27.9,2.392e+04,4.641e+02,1.279e+02,2.451e+04
29.4,2.676e+04,4.277e+02,1.373e+02,2.733e+04
30.9,2.998e+04,3.712e+02,1.372e+02,3.049e+04
32.5,3.388e+04,4.289e+02,1.380e+02,3.445e+04
34.0,3.810e+04,5.286e+02,1.562e+02,3.879e+04
35.6,4.231e+04,5.499e+02,1.880e+02,4.304e+04
37.1,4.788e+04,5.362e+02,2.233e+02,4.864e+04
38.7,5.366e+04,5.754e+02,3.143e+02,5.455e+04
40.2,5.878e+04,6.053e+02,4.421e+02,5.983e+04
41.8,6.400e+04,6.635e+02,6.290e+02,6.529e+04
43.3,6.669e+04,7.726e+02,9.390e+02,6.840e+04
44.9,7.188e+04,8.391e+02,1.147e+03,7.387e+04
46.4,8.128e+04,9.510e+02,8.710e+02,8.310e+04
48.0,8.906e+04,9.118e+02,5.946e+02,9.057e+04
49.5,8.698e+04,6.923e+02,5.120e+02,8.819e+04
51.1,8.937e+04,5.376e+02,5.867e+02,9.050e+04
52.6,1.014e+05,8.035e+02,6.420e+02,1.028e+05
54.2,1.145e+05,8.365e+02,7.271e+02,1.161e+05
55.7,1.264e+05,7.917e+02,7.927e+02,1.280e+05
57.3,1.340e+05,8.550e+02,8.411e+02,1.357e+05
58.8,1.466e+05,9.130e+02,1.042e+03,1.486e+05
60.4,1.669e+05,9.419e+02,1.405e+03,1.693e+05
61.9,1.898e+05,1.284e+03,2.117e+03,1.932e+05
63.4,2.152e+05,1.814e+03,3.442e+03,2.205e+05
65.0,2.418e+05,2.504e+03,5.149e+03,2.495e+05
66.5,2.622e+05,3.516e+03,6.914e+03,2.726e+05
68.1,2.786e+05,4.598e+03,1.008e+04,2.933e+05
69.6,3.121e+05,7.337e+03,1.667e+04,3.361e+05
71.2,3.538e+05,1.120e+04,2.871e+04,3.937e+05
72.7,3.949e+05,1.568e+04,4.622e+04,4.568e+05
74.3,4.371e+05,2.240e+04,7.295e+04,5.324e+05
75.8,4.774e+05,3.398e+04,1.088e+05,6.203e+05
77.4,5.073e+05,4.345e+04,1.306e+05,6.813e+05
78.9,5.433e+05,4.745e+04,1.344e+05,7.252e+05
80.5,5.813e+05,5.375e+04,1.374e+05,7.725e+05
82.0,6.018e+05,5.662e+04,1.415e+05,7.999e+05
83.6,6.464e+05,5.515e+04,1.474e+05,8.490e+05
85.1,7.220e+05,5.308e+04,1.515e+05,9.266e+05
86.7,8.364e+05,5.011e+04,1.553e+05,1.042e+06
88.2,9.792e+05,5.187e+04,1.651e+05,1.196e+06
89.8,1.140e+06,5.814e+04,1.796e+05,1.377e+06
91.3,1.323e+06,6.505e+04,1.952e+05,1.583e+06
92.8,1.545e+06,6.659e+04,2.027e+05,1.814e+06
94.4,1.800e+06,5.840e+04,1.937e+05,2.052e+06
95.9,2.082e+06,5.298e+04,1.784e+05,2.313e+06
97.5,2.442e+06,5.482e+04,1.747e+05,2.672e+06
99.0,2.979e+06,5.705e+04,1.886e+05,3.224e+06
100.6,3.868e+06,6.175e+04,2.057e+05,4.135e+06
102.1,5.341e+06,6.893e+04,2.259e+05,5.636e+06
103.7,6.959e+06,6.948e+04,2.604e+05,7.289e+06
105.2,8.133e+06,7.016e+04,2.830e+05,8.486e+06
106.8,1.070e+07,1.012e+05,3.204e+05,1.112e+07
108.3,1.325e+07,1.507e+05,3.251e+05,1.372e+07
109.9,1.417e+07,1.843e+05,2.868e+05,1.464e+07
111.4,1.375e+07,1.996e+05,2.334e+05,1.418e+07
113.0,1.302e+07,2.296e+05,1.900e+05,1.344e+07
114.5,1.096e+07,2.030e+05,1.419e+05,1.130e+07
116.1,9.571e+06,1.760e+05,1.068e+05,9.854e+06
117.6,9.235e+06,2.142e+05,8.934e+04,9.538e+06
119.2,8.754e+06,2.652e+05,7.341e+04,9.093e+06
120.7,8.054e+06,3.119e+05,5.557e+04,8.422e+06
122.3,7.287e+06,3.134e+05,4.216e+04,7.643e+06
123.8,6.443e+06,2.685e+05,3.276e+04,6.744e+06
125.3,5.583e+06,2.171e+05,2.581e+04,5.826e+06
126.9,5.001e+06,2.073e+05,2.322e+04,5.231e+06
128.4,4.595e+06,2.197e+05,2.553e+04,4.840e+06
130.0,4.299e+06,2.286e+05,1.975e+04,4.547e+06
131.5,3.835e+06,2.080e+05,8.409e+03,4.051e+06
133.1,1.923e+06,1.041e+05,3.274e+03,2.030e+06
134.6,2.179e+05,1.061e+04,1.066e+03,2.296e+05
136.2,6.946e+04,2.538e+03,7.780e+02,7.278e+04
137.7,5.868e+04,1.789e+03,6.937e+02,6.116e+04
139.3,5.064e+04,1.540e+03,6.911e+02,5.287e+04
140.8,4.428e+04,1.708e+03,7.019e+02,4.669e+04
142.4,3.988e+04,1.972e+03,7.489e+02,4.260e+04
143.9,3.779e+04,2.441e+03,7.582e+02,4.099e+04
145.5,3.655e+04,3.403e+03,7.422e+02,4.069e+04
147.0,3.765e+04,4.808e+03,6.740e+02,4.313e+04
148.6,4.514e+04,7.379e+03,5.946e+02,5.311e+04
150.1,5.343e+04,1.000e+04,5.497e+02,6.398e+04
151.7,5.055e+04,1.052e+04,6.282e+02,6.170e+04
153.2,4.462e+04,1.026e+04,6.231e+02,5.550e+04
154.7,3.944e+04,1.017e+04,6.367e+02,5.024e+04
156.3,3.510e+04,1.006e+04,6.356e+02,4.580e+04
157.8,3.144e+04,9.854e+03,5.750e+02,4.187e+04
159.4,2.796e+04,9.703e+03,5.591e+02,3.822e+04
160.9,2.532e+04,9.732e+03,6.253e+02,3.567e+04
162.5,2.254e+04,9.450e+03,7.538e+02,3.275e+04
164.0,2.083e+04,9.690e+03,8.318e+02,3.135e+04
165.6,1.981e+04,9.706e+03,7.787e+02,3.029e+04
167.1,2.021e+04,9.816e+03,7.558e+02,3.078e+04
168.7,2.116e+04,1.066e+04,8.034e+02,3.262e+04
170.2,2.439e+04,1.261e+04,8.427e+02,3.784e+04
171.8,3.414e+04,1.803e+04,8.921e+02,5.306e+04
173.3,4.079e+04,2.215e+04,9.100e+02,6.386e+04
174.9,3.865e+04,2.188e+04,9.158e+02,6.145e+04
176.4,3.632e+04,2.155e+04,9.652e+02,5.884e+04
178.0,3.377e+04,2.108e+04,1.032e+03,5.588e+04
179.5,3.136e+04,2.109e+04,1.159e+03,5.361e+04
181.1,2.974e+04,2.115e+04,1.261e+03,5.215e+04
182.6,2.861e+04,2.178e+04,1.291e+03,5.168e+04
184.1,2.752e+04,2.266e+04,1.331e+03,5.151e+04
185.7,2.648e+04,2.276e+04,1.333e+03,5.058e+04
187.2,2.609e+04,2.259e+04,1.532e+03,5.021e+04
188.8,2.586e+04,2.214e+04,1.730e+03,4.974e+04
190.3,2.613e+04,2.199e+04,1.761e+03,4.988e+04
191.9,2.701e+04,2.168e+04,1.800e+03,5.050e+04
193.4,2.789e+04,2.123e+04,1.919e+03,5.104e+04
195.0,3.012e+04,2.236e+04,2.106e+03,5.459e+04
196.5,3.111e+04,2.241e+04,2.120e+03,5.564e+04
198.1,3.352e+04,2.301e+04,2.414e+03,5.894e+04
199.6,3.423e+04,2.319e+04,3.725e+03,6.115e+04
