freq,psd_x,psd_y,psd_z,psd_xyz
166.9,1.306e+03,4.778e+03,5.557e+03,1.164e+04
168.4,1.136e+03,5.813e+03,6.255e+03,1.320e+04
170.0,9.999e+02,6.530e+03,7.466e+03,1.500e+04
171.5,9.265e+02,7.189e+03,9.623e+03,1.774e+04
173.1,8.747e+02,7.584e+03,1.122e+04,1.967e+04
174.6,8.065e+02,8.151e+03,1.126e+04,2.022e+04
176.1,7.990e+02,9.134e+03,1.141e+04,2.134e+04
177.7,8.639e+02,1.001e+04,1.154e+04,2.242e+04
179.2,8.234e+02,1.132e+04,1.153e+04,2.367e+04
180.8,8.803e+02,1.279e+04,1.141e+04,2.508e+04
182.3,1.119e+03,1.418e+04,1.190e+04,2.720e+04
183.9,1.355e+03,1.599e+04,1.234e+04,2.969e+04
185.4,1.594e+03,1.932e+04,1.277e+04,3.369e+04
187.0,1.670e+03,2.331e+04,1.283e+04,3.781e+04
188.5,1.724e+03,3.031e+04,1.262e+04,4.465e+04
190.1,1.650e+03,4.275e+04,1.200e+04,5.640e+04
191.6,1.444e+03,5.841e+04,1.153e+04,7.139e+04
193.1,1.324e+03,7.133e+04,1.190e+04,8.456e+04
194.7,1.511e+03,7.442e+04,1.219e+04,8.812e+04
196.2,1.602e+03,7.199e+04,1.183e+04,8.542e+04
197.8,2.072e+03,7.241e+04,1.282e+04,8.730e+04
199.3,3.679e+03,7.702e+04,1.444e+04,9.515e+04
